gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000238287,4,5,17,7,19,5,2,118,35,0,0,10
ENSG00000164002,152,115,97,102,182,118,76,220,194,0,265,237
ENSG00000227278,0,0,0,0,0,0,0,0,68,0,106,56
ENSG00000238186,11,9,6,9,16,3,6,18,0,18,135,103
ENSG00000117010,98,56,121,142,86,106,49,28,222,71,204,4
ENSG00000236505,0,0,0,0,0,0,0,1,132,0,0,0
ENSG00000233910,0,0,0,0,0,0,1,0,0,0,97,0
ENSG00000117016,3304,1648,2818,2173,2859,2210,6609,3297,2688,1086,2986,2327
ENSG00000237899,4,1,1,4,5,0,8,2,0,9,144,147
ENSG00000272145,66,78,78,99,83,73,133,39,89,50,80,134
ENSG00000066136,1652,1336,1686,1848,1171,1915,826,668,1662,924,1277,1980
ENSG00000198974,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000117013,57,41,115,74,76,70,114,20,156,148,199,169
ENSG00000179862,132,137,125,169,59,201,66,275,259,85,74,287
ENSG00000228940,0,0,0,0,0,0,0,1,47,0,0,17
ENSG00000171793,2987,4100,3364,3531,1488,2746,5975,8201,3249,7063,1412,2601
ENSG00000171790,72,151,27,62,62,53,144,303,0,125,0,76
ENSG00000010803,1467,1313,1192,1478,1103,1439,734,2627,1169,739,1044,1407
ENSG00000215893,1,0,1,0,0,1,3,0,6,0,0,132
ENSG00000235358,2,0,0,0,0,1,4,0,62,0,0,20
ENSG00000204060,84,56,73,91,84,78,168,28,168,46,0,95
ENSG00000229901,0,1,0,1,0,0,0,3,109,0,60,138
ENSG00000127129,1,11,11,1,10,6,0,23,0,3,0,0
ENSG00000127124,245,1267,498,174,841,576,491,634,622,349,822,440
ENSG00000230638,1,5,1,0,5,2,2,11,99,1,103,0
ENSG00000197273,0,0,0,1,0,0,0,0,143,2,44,0
ENSG00000198815,1892,1989,1965,1938,1944,1943,946,3979,1870,3876,1845,1986
