gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000237959,0,0,0,0,0,0,0,0,106,0,53,0
ENSG00000065243,2197,1832,2905,3097,2203,2582,1098,1744,2824,3076,2127,5164
ENSG00000207234,2,2,1,3,1,4,5,6,115,6,62,9
ENSG00000241975,48,28,34,44,40,47,24,148,0,0,0,94
ENSG00000137947,772,717,739,978,907,742,386,808,703,929,913,371
ENSG00000235308,5,2,6,3,9,3,10,0,14,0,0,2
ENSG00000137944,810,654,1088,1397,456,1361,1621,763,1104,1380,540,2723
ENSG00000213516,596,374,384,673,351,530,298,366,253,697,396,1060
ENSG00000117226,5,164,2,2,18,3,11,255,5,127,0,2
ENSG00000202385,0,0,0,0,0,0,0,136,27,0,132,0
ENSG00000117228,6,141,4,0,1,2,12,263,76,0,107,1
ENSG00000234518,10,8,9,6,3,6,20,83,0,0,0,13
ENSG00000162645,13,155,7,1,13,5,6,142,0,18,0,3
ENSG00000213512,0,0,0,0,2,0,1,0,68,0,0,0
ENSG00000162654,0,3,0,0,0,0,0,74,45,0,20,0
ENSG00000154451,0,9,1,0,0,0,0,46,0,141,0,0
ENSG00000238081,2,1,0,3,3,1,1,0,62,36,134,2
ENSG00000183347,2,0,0,1,0,1,4,75,79,52,0,2
ENSG00000215874,0,0,0,0,0,0,0,0,0,0,133,0
ENSG00000225492,0,0,0,0,0,0,1,0,0,0,149,0
ENSG00000197147,767,490,618,1056,353,618,1534,529,619,1100,476,309
ENSG00000231999,18,11,15,23,6,6,9,137,0,0,26,13
ENSG00000230735,2,1,1,2,0,1,4,35,81,0,113,1
ENSG00000171488,377,215,266,209,82,219,188,81,308,188,73,110
ENSG00000226394,0,0,0,0,0,0,1,0,6,0,0,0
ENSG00000231613,0,1,0,0,0,0,1,62,0,0,0,0
ENSG00000272931,39,40,53,70,24,34,20,0,0,0,0,68
ENSG00000171492,905,1118,1559,1068,1165,1000,453,1225,1512,1117,1049,500
ENSG00000272672,1,0,0,0,1,0,3,0,79,0,36,0
ENSG00000252797,3,0,2,3,1,1,7,59,0,0,95,0
ENSG00000228175,25,22,29,41,23,40,51,58,0,159,0,80
ENSG00000162664,2486,1899,1964,2590,2204,2194,1243,1807,2087,2667,2197,1097
ENSG00000229201,0,0,0,0,0,0,0,118,106,0,0,0
ENSG00000143032,183,11,37,5,12,31,92,117,0,105,0,62
ENSG00000233593,298,24,56,88,20,180,149,130,121,119,15,360
