gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000198974,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000117013,57,41,115,74,76,70,114,20,156,148,199,169
ENSG00000179862,132,137,125,169,59,201,66,275,259,85,74,287
ENSG00000228940,0,0,0,0,0,0,0,1,47,0,0,17
ENSG00000171793,2987,4100,3364,3531,1488,2746,5975,8201,3249,7063,1412,2601
ENSG00000171790,72,151,27,62,62,53,144,303,0,125,0,76
ENSG00000010803,1467,1313,1192,1478,1103,1439,734,2627,1169,739,1044,1407
ENSG00000215893,1,0,1,0,0,1,3,0,6,0,0,132
ENSG00000235358,2,0,0,0,0,1,4,0,62,0,0,20
ENSG00000204060,84,56,73,91,84,78,168,28,168,46,0,95
ENSG00000229901,0,1,0,1,0,0,0,3,109,0,60,138
ENSG00000127129,1,11,11,1,10,6,0,23,0,3,0,0
ENSG00000127124,245,1267,498,174,841,576,491,634,622,349,822,440
ENSG00000230638,1,5,1,0,5,2,2,11,99,1,103,0
ENSG00000197273,0,0,0,1,0,0,0,0,143,2,44,0
ENSG00000198815,1892,1989,1965,1938,1944,1943,946,3979,1870,3876,1845,1986
ENSG00000227527,7,2,6,7,4,1,14,5,0,15,57,102
ENSG00000177181,305,208,76,214,641,188,611,104,121,429,532,80
ENSG00000235002,1,0,0,0,1,0,2,0,0,0,106,0
ENSG00000066185,3,9,14,4,16,5,2,4,27,2,0,0
ENSG00000127125,433,501,824,610,637,509,216,1002,724,305,613,390
ENSG00000186409,359,78,218,193,214,395,719,157,366,386,296,425
ENSG00000230116,0,0,3,0,0,0,1,0,0,1,0,64
ENSG00000236876,3,0,0,0,1,0,7,0,131,0,88,124
ENSG00000200254,0,0,0,0,0,1,0,0,0,0,36,43
ENSG00000236180,1,0,0,0,0,2,2,0,90,0,105,0
ENSG00000171960,887,464,810,1289,384,960,1774,232,719,2579,511,870
ENSG00000234917,12,12,9,13,18,15,25,6,104,6,0,0
ENSG00000065978,7991,6771,8146,9264,4025,8464,15982,3386,8184,18529,3909,8536
ENSG00000164007,3,8,35,5,34,13,7,16,0,3,0,77
