gene,orig1,orig2,orig3,orig4,orig5,orig6,pred1,pred2,pred3,pred4,pred5,pred6
ENSG00000176261,482,436,639,596,577,528,964,550,320,560,451,1057
ENSG00000200591,3,2,0,0,1,3,7,46,0,0,6,6
ENSG00000162521,5750,3157,5884,7374,3912,6176,2875,3277,2942,7324,4001,3088
ENSG00000162520,6,142,39,4,63,16,3,0,20,9,0,8
ENSG00000224409,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162522,1723,2487,3285,1895,3147,2437,862,2428,6571,1931,3045,1219
ENSG00000134684,2533,6527,8213,2221,2948,2927,5067,6410,4106,2302,3059,5855
ENSG00000116497,1255,894,1362,1680,1343,1301,628,971,2724,1586,1379,650
ENSG00000160097,391,89,153,354,397,262,196,164,307,438,258,524
ENSG00000121905,59,25,30,38,177,28,30,0,15,0,111,57
ENSG00000121900,15,82,25,35,48,17,8,68,50,0,70,9
ENSG00000116514,538,708,392,505,438,518,1077,712,784,453,401,259
ENSG00000267885,0,0,0,0,0,1,0,136,0,49,0,1
ENSG00000217644,1,1,0,0,0,1,0,0,0,0,68,2
ENSG00000239670,1,12,1,0,1,1,2,132,2,81,0,0
ENSG00000236065,1,2,0,0,1,0,3,0,0,1,0,1
ENSG00000004455,1463,1530,1639,1727,1115,1561,2926,1498,820,1872,1011,3122
ENSG00000142920,251,164,183,290,299,257,126,27,92,292,190,129
ENSG00000116525,525,565,268,333,394,366,1050,489,537,426,518,183
ENSG00000160094,1074,701,881,1477,631,1164,537,623,440,1390,516,582
ENSG00000270115,13,3,2,9,5,11,7,45,1,39,38,6
ENSG00000184389,3,2,0,2,4,9,2,0,0,0,0,18
ENSG00000225313,61,63,31,36,83,49,31,0,63,71,0,99
ENSG00000134686,6110,5543,3318,6833,3069,6054,12221,5621,6636,6897,3145,12108
ENSG00000266239,5,8,1,5,9,5,2,121,3,133,145,10
ENSG00000222112,22,23,6,15,16,18,45,10,3,83,152,9
ENSG00000233246,3,2,2,4,1,4,2,137,4,107,0,9
